timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1486138550574,60330,Post Home PGD,200,OK,Thread Group 1-60,text,true,,9697,7967,100,100,14182,0,52
1486138565841,45065,Seleção de Perfil,200,OK,Thread Group 1-26,text,true,,8731,1774,100,100,44145,0,16
1486138550681,60235,Post Home PGD,200,OK,Thread Group 1-61,text,true,,9697,7967,100,100,14076,0,55
1486138550438,60491,Post Home PGD,200,OK,Thread Group 1-63,text,true,,9697,7959,100,100,14303,0,37
1486138550452,60482,Post Home PGD,200,OK,Thread Group 1-66,text,true,,9697,7953,100,100,14294,0,41
1486138550521,60419,Post Home PGD,200,OK,Thread Group 1-49,text,true,,9697,7961,100,100,14222,0,76
1486138565625,45320,Seleção de Perfil,200,OK,Thread Group 1-74,text,true,,8731,1774,100,100,44245,0,8
1486138550833,60205,Post Home PGD,200,OK,Thread Group 1-70,text,true,,9697,7981,100,100,14307,0,38
1486138550652,60597,Post Home PGD,200,OK,Thread Group 1-5,text,true,,9697,7961,100,100,14100,0,67
1486138550030,61226,Post Home PGD,200,OK,Thread Group 1-40,text,true,,9697,7973,100,100,14470,0,15
1486138550817,60445,Post Home PGD,200,OK,Thread Group 1-81,text,true,,9697,7957,100,100,14323,0,48
1486138550900,60368,Post Home PGD,200,OK,Thread Group 1-53,text,true,,9697,7969,100,100,14237,0,36
1486138550894,60445,Post Home PGD,200,OK,Thread Group 1-28,text,true,,9697,7959,100,100,14243,0,42
1486138550793,60560,Post Home PGD,200,OK,Thread Group 1-32,text,true,,9697,7971,100,100,14342,0,60
1486138550801,60559,Post Home PGD,200,OK,Thread Group 1-1,text,true,,9697,7975,100,100,14334,0,54
1486138549926,61440,Post Home PGD,200,OK,Thread Group 1-47,text,true,,9697,7969,100,100,14079,0,8
1486138550407,60961,Post Home PGD,200,OK,Thread Group 1-21,text,true,,9697,7963,100,100,14340,0,52
1486138550409,60971,Post Home PGD,200,OK,Thread Group 1-16,text,true,,9697,7961,100,100,14331,0,54
1486138550537,60849,Post Home PGD,200,OK,Thread Group 1-78,text,true,,9697,7965,100,100,14213,0,72
1486138550414,60989,Post Home PGD,200,OK,Thread Group 1-29,text,true,,9697,7953,100,100,14332,0,45
